name,affiliation,country,dept,year,homepage
Benjamin M. Marlin ,University of Massachusetts Amherst,usa,ai,2011,http://openscholar.cs.umass.edu/marlin/
Benjamin Marlin ,University of Massachusetts Amherst,usa,#N/A,#N/A,http://openscholar.cs.umass.edu/marlin/
Brendan O'Connor ,University of Massachusetts Amherst,usa,ir,2017,http://brenocon.com/
Brendan T. O'Connor ,University of Massachusetts Amherst,usa,nlp,2016,http://brenocon.com/
Brian Neil Levine ,University of Massachusetts Amherst,usa,comm,2000,https://people.cs.umass.edu/~brian/
Charles C. Weems ,University of Massachusetts Amherst,usa,arch,2003,https://people.cs.umass.edu/~weems/
Daniel R. Sheldon ,University of Massachusetts Amherst,usa,ai,2013,https://people.cs.umass.edu/~sheldon/
Daniel Sheldon ,University of Massachusetts Amherst,usa,ai,2012,https://people.cs.umass.edu/~sheldon/
David A. Mix Barrington ,University of Massachusetts Amherst,usa,act,1987,https://www.cics.umass.edu/~barring/
David D. Jensen ,University of Massachusetts Amherst,usa,ai,1999,https://people.cs.umass.edu/~jensen/
David E. Irwin ,University of Massachusetts Amherst,usa,arch,2006,http://www.ecs.umass.edu/~irwin/
Deepak Ganesan ,University of Massachusetts Amherst,usa,chi,2011,https://people.cs.umass.edu/~dganesan/
Don Towsley ,University of Massachusetts Amherst,usa,comm,2012,https://www.cics.umass.edu/faculty/directory/towsley_donald/
Donald F. Towsley ,University of Massachusetts Amherst,usa,bed,1989,https://www.cics.umass.edu/faculty/directory/towsley_donald/
Eliot Moss ,University of Massachusetts Amherst,usa,plan,2016,https://people.cs.umass.edu/~moss/
Emery Berger ,University of Massachusetts Amherst,usa,#N/A,#N/A,https://emeryberger.com/
Emery D. Berger ,University of Massachusetts Amherst,usa,arch,2000,https://emeryberger.com/
Erik G. Learned-Miller ,University of Massachusetts Amherst,usa,mlmining,2004,http://people.cs.umass.edu/~elm/
Erik G. Miller ,University of Massachusetts Amherst,usa,ai,1998,http://people.cs.umass.edu/~elm/
Evangelos Kalogerakis ,University of Massachusetts Amherst,usa,chi,2013,http://people.cs.umass.edu/~kalo/
George S. Avrunin ,University of Massachusetts Amherst,usa,log,1991,http://ext.math.umass.edu/~avrunin/
Gerome Miklau ,University of Massachusetts Amherst,usa,mlmining,2014,http://people.cs.umass.edu/~miklau/
Hava T. Siegelmann ,University of Massachusetts Amherst,usa,ai,1994,http://binds.cs.umass.edu/havaBio.html/
J. Eliot B. Moss ,University of Massachusetts Amherst,usa,arch,1993,https://people.cs.umass.edu/~moss/
Jack C. Wileden ,University of Massachusetts Amherst,usa,soft,1978,http://www.cics.umass.edu/~jack/
James Allan ,University of Massachusetts Amherst,usa,ai,2007,https://ciir.cs.umass.edu/~allan/
James F. Kurose ,University of Massachusetts Amherst,usa,bed,1986,http://www-net.cs.umass.edu/personnel/kurose.html/
Jenna L. Marquard ,University of Massachusetts Amherst,usa,#N/A,#N/A,https://mie.umass.edu/faculty/jenna-marquard/
Jim Kurose ,University of Massachusetts Amherst,usa,comm,2009,http://www-net.cs.umass.edu/personnel/kurose.html/
Joydeep Biswas ,University of Massachusetts Amherst,usa,ai,2016,https://www.cics.umass.edu/person/biswas-joydeep/
Justin Domke ,University of Massachusetts Amherst,usa,ai,2011,https://www.cics.umass.edu/faculty/directory/domke-justin/
Laura M. Haas ,University of Massachusetts Amherst,usa,mod,1984,http://www.umass.edu/newsoffice/article/longtime-ibm-researcher-laura-m-haas-named/
Leon J. Osterweil ,University of Massachusetts Amherst,usa,soft,1981,http://laser.cs.umass.edu/people/ljo.html/
Lori A. Clarke ,University of Massachusetts Amherst,usa,soft,1981,http://laser.cs.umass.edu/people/clarke.html/
Mark D. Corner ,University of Massachusetts Amherst,usa,chi,2006,https://markdcorner.com/
Michael Zink ,University of Massachusetts Amherst,usa,comm,2009,http://www.ecs.umass.edu/ece/zink/
Neil Immerman ,University of Massachusetts Amherst,usa,act,1978,https://people.cs.umass.edu/~immerman/
Peter J. Haas ,University of Massachusetts Amherst,usa,mlmining,2002,http://researcher.watson.ibm.com/researcher/view.php?person=us-phaas/
Philip S. Thomas ,University of Massachusetts Amherst,usa,ai,2011,http://psthomas.com/
Phillipa Gill ,University of Massachusetts Amherst,usa,comm,2011,http://people.cs.umass.edu/~phillipa/
Prashant J. Shenoy ,University of Massachusetts Amherst,usa,ai,2009,https://people.cs.umass.edu/~shenoy/home/
Ramesh K. Sitaraman ,University of Massachusetts Amherst,usa,act,1992,https://www.cics.umass.edu/~ramesh/
RenÌ© Just ,University of Massachusetts Amherst,usa,sec,2014,https://www.cics.umass.edu/person/just-ren%C3%A9/
Robert Moll ,University of Massachusetts Amherst,usa,comm,2005,https://www.cics.umass.edu/faculty/directory/moll_robert/
Robert N. Moll ,University of Massachusetts Amherst,usa,act,1981,https://www.cics.umass.edu/faculty/directory/moll_robert/
Roderic A. Grupen ,University of Massachusetts Amherst,usa,ai,1997,https://www.cics.umass.edu/faculty/directory/grupen_roderic/
Rui Wang 0003 ,University of Massachusetts Amherst,usa,graph,2005,https://www.cics.umass.edu/faculty/directory/wang_rui
Shlomo Zilberstein ,University of Massachusetts Amherst,usa,ai,1991,http://rbr.cs.umass.edu/shlomo/
Subhransu Maji ,University of Massachusetts Amherst,usa,mlmining,2013,http://people.cs.umass.edu/~smaji/
Sunghoon Ivan Lee ,University of Massachusetts Amherst,usa,mobile,2012,http://www.sunghoonivanlee.com/
W. Bruce Croft ,University of Massachusetts Amherst,usa,ai,1987,http://ciir.cs.umass.edu/croft/
Weibo Gong ,University of Massachusetts Amherst,usa,comm,1993,https://ece.umass.edu/faculty/weibo-gong/
Yuriy Brun ,University of Massachusetts Amherst,usa,soft,2004,https://people.cs.umass.edu/~brun/
Anna Rumshisky ,University of Massachusetts Lowell,usa,mlmining,2014,https://www.uml.edu/Sciences/computer-science/faculty/Rumshisky-Anna.aspx
B. G. Kim ,University of Massachusetts Lowell,usa,comm,1995,http://www.cs.uml.edu/~kim/
Benyuan Liu ,University of Massachusetts Lowell,usa,bed,2009,http://www.cs.uml.edu/~bliu/
Byung Guk Kim ,University of Massachusetts Lowell,usa,#N/A,#N/A,https://www.uml.edu/Sciences/computer-science/faculty/kim-byung-guk.aspx
Byung-Guk Kim ,University of Massachusetts Lowell,usa,#N/A,#N/A,https://www.uml.edu/Sciences/computer-science/faculty/kim-byung-guk.aspx
Cindy Chen ,University of Massachusetts Lowell,usa,#N/A,#N/A,http://www.cs.uml.edu/~cchen/
Cindy X. Chen ,University of Massachusetts Lowell,usa,mod,2013,http://www.cs.uml.edu/~cchen/
Cindy Xinmin Chen ,University of Massachusetts Lowell,usa,#N/A,#N/A,http://www.genealogy.ams.org/id.php?id=70517
David B. Adams ,University of Massachusetts Lowell,usa,#N/A,#N/A,https://www.uml.edu/Sciences/computer-science/faculty/Adams-David.aspx
Fred G. Martin ,University of Massachusetts Lowell,usa,#N/A,#N/A,http://www.cs.uml.edu/~fredm/
Fred Martin ,University of Massachusetts Lowell,usa,chi,1998,http://www.cs.uml.edu/~fredm/
Georges G. Grinstein ,University of Massachusetts Lowell,usa,chi,1990,https://www.uml.edu/Research/IVPR/faculty/GeorgesGrinstein.aspx
Giampiero Pecelli ,University of Massachusetts Lowell,usa,comm,1995,https://www.uml.edu/Sciences/computer-science/faculty/pecelli-giampiero.aspx
Guanling Chen ,University of Massachusetts Lowell,usa,chi,2012,http://www.cs.uml.edu/~glchen/
Haim Levkowitz ,University of Massachusetts Lowell,usa,vis,1991,http://www.cs.uml.edu/~haim/
Holly A. Yanco ,University of Massachusetts Lowell,usa,robotics,2004,http://www.cs.uml.edu/~holly/
James Canning ,University of Massachusetts Lowell,usa,#N/A,#N/A,https://www.uml.edu/Honors/People/canning-james.aspx
James T. Canning ,University of Massachusetts Lowell,usa,#N/A,#N/A,https://www.uml.edu/About/leadership/Deans/Canning-James.aspx
Jay A. McCarthy ,University of Massachusetts Lowell,usa,ir,2007,https://jeapostrophe.github.io/home/
Jay McCarthy ,University of Massachusetts Lowell,usa,#N/A,#N/A,https://jeapostrophe.github.io/home/
Jesse M. Heines ,University of Massachusetts Lowell,usa,nlp,2012,https://www.uml.edu/Research/IVPR/faculty/Heines_Jesse%20M.aspx
Jie Wang 0002 ,University of Massachusetts Lowell,usa,comm,1996,http://www.cs.uml.edu/~wang/
Jim Canning ,University of Massachusetts Lowell,usa,#N/A,#N/A,https://www.uml.edu/Honors/People/canning-james.aspx
Karen Daniels ,University of Massachusetts Lowell,usa,#N/A,#N/A,http://www.cs.uml.edu/~kdaniels/
Marian G. Williams ,University of Massachusetts Lowell,usa,#N/A,#N/A,http://www.cs.uml.edu/~williams/
Patrick D. Krolak ,University of Massachusetts Lowell,usa,da,1970,http://www.alumni.uml.edu/s/1355/lowell/nophoto.aspx?sid=1355&gid=4&pgid=1157
Raymond D. Gumb ,University of Massachusetts Lowell,usa,#N/A,#N/A,http://www.cs.uml.edu/~gumb/
Sirong Lin ,University of Massachusetts Lowell,usa,#N/A,#N/A,https://www.uml.edu/Sciences/computer-science/faculty/Lin-Sirong.aspx
Stuart Smith ,University of Massachusetts Lowell,usa,chi,1990,https://www.uml.edu/Sciences/computer-science/faculty/emeritus-faculty/smith-stuart.aspx
Tingjian Ge ,University of Massachusetts Lowell,usa,mod,2007,http://www.cs.uml.edu/~ge/
Wenjin Zhou ,University of Massachusetts Lowell,usa,#N/A,#N/A,https://www.uml.edu/FAHSS/Philosophy/faculty/default.aspx
William Moloney ,University of Massachusetts Lowell,usa,#N/A,#N/A,https://www.uml.edu/Sciences/computer-science/faculty/moloney-william.aspx
Xinwen Fu ,University of Massachusetts Lowell,usa,comm,2008,http://www.cs.uml.edu/~xinwenfu/
Yu Cao ,University of Massachusetts Lowell,usa,da,2000,https://www.uml.edu/Sciences/computer-science/faculty/Cao-Yu.aspx
Aaron Harwood ,University of Melbourne,australasia,#N/A,#N/A,https://findanexpert.unimelb.edu.au/display/person9194/
Adrian R. Pearce ,University of Melbourne,australasia,ai,2006,http://people.eng.unimelb.edu.au/adrianrp/
Alex Lopez-Lorca ,University of Melbourne,australasia,#N/A,#N/A,http://people.eng.unimelb.edu.au/tmiller/
Alistair Moffat ,University of Melbourne,australasia,ir,1992,http://people.eng.unimelb.edu.au/ammoffat/
Andrew Turpin ,University of Melbourne,australasia,ir,2000,http://people.eng.unimelb.edu.au/aturpin/
Anthony Ian Wirth ,University of Melbourne,australasia,#N/A,#N/A,http://people.eng.unimelb.edu.au/awirth/
Anthony Wirth ,University of Melbourne,australasia,act,2001,http://people.eng.unimelb.edu.au/awirth/
Antonette Mendoza ,University of Melbourne,australasia,#N/A,#N/A,http://www.msi.unimelb.edu.au/people/antonette-mendoza/
Atif Ahmad ,University of Melbourne,australasia,#N/A,#N/A,http://people.eng.unimelb.edu.au/atif/home.html/
Ben Rubinstein ,University of Melbourne,australasia,#N/A,#N/A,http://www.bipr.net/
Christoph F. Breidbach ,University of Melbourne,australasia,#N/A,#N/A,http://www.findanexpert.unimelb.edu.au/display/person660107/
Christopher A. Leckie ,University of Melbourne,australasia,#N/A,#N/A,http://findanexpert.unimelb.edu.au/display/person6335/
Christopher Leckie ,University of Melbourne,australasia,ai,1993,http://findanexpert.unimelb.edu.au/display/person6335/
Eduardo Velloso ,University of Melbourne,australasia,chi,2013,http://www.eduardovelloso.com/
Egemen Tanin ,University of Melbourne,australasia,mod,2008,http://www.msi.unimelb.edu.au/people/egemen-tanin/
Frank Vetere ,University of Melbourne,australasia,chi,2005,http://people.eng.unimelb.edu.au/fv/
Gil Tidhar ,University of Melbourne,australasia,ai,1999,http://findanexpert.unimelb.edu.au/display/person62807/
Graeme G. Shanks ,University of Melbourne,australasia,#N/A,#N/A,http://people.eng.unimelb.edu.au/gshanks/
Greg Wadley ,University of Melbourne,australasia,chi,2009,http://people.eng.unimelb.edu.au/gwadley/
Gregory Wadley ,University of Melbourne,australasia,#N/A,#N/A,http://people.eng.unimelb.edu.au/gwadley/
Harald SÌündergaard ,University of Melbourne,australasia,log,2008,http://findanexpert.unimelb.edu.au/display/person13416/
Heidi Tscherning ,University of Melbourne,australasia,#N/A,#N/A,http://www.cis.unimelb.edu.au/people/
James Bailey ,University of Melbourne,australasia,ai,2014,http://people.eng.unimelb.edu.au/baileyj/
Jan SchrÌ¦der ,University of Melbourne,australasia,#N/A,#N/A,https://findanexpert.unimelb.edu.au/display/person304961/
Jenny Waycott ,University of Melbourne,australasia,chi,2013,http://findanexpert.unimelb.edu.au/display/person52243/
Jianzhong Qi ,University of Melbourne,australasia,mod,2014,http://people.eng.unimelb.edu.au/jianzhongq/
Justin Zobel ,University of Melbourne,australasia,ir,1992,http://people.eng.unimelb.edu.au/jzobel/
Karin M. Verspoor ,University of Melbourne,australasia,#N/A,#N/A,http://findanexpert.unimelb.edu.au/display/person458973/
Karin Verspoor ,University of Melbourne,australasia,bio,2009,http://findanexpert.unimelb.edu.au/display/person458973/
Kathleen Gray ,University of Melbourne,australasia,#N/A,#N/A,http://www.msi.unimelb.edu.au/people/kathleen-gray/
Kotagiri Ramamohanarao ,University of Melbourne,australasia,ai,2016,http://findanexpert.unimelb.edu.au/display/person16028/
Lars Kulik ,University of Melbourne,australasia,chi,2007,http://www.findanexpert.unimelb.edu.au/display/person97563/
Liz Sonenberg ,University of Melbourne,australasia,ai,2007,http://people.eng.unimelb.edu.au/lizs/
Martin Gibbs ,University of Melbourne,australasia,#N/A,#N/A,http://people.eng.unimelb.edu.au/martinrg/
Martin R. Gibbs ,University of Melbourne,australasia,chi,2005,http://people.eng.unimelb.edu.au/martinrg/recent_pubs.html/
Michael Kirley ,University of Melbourne,australasia,#N/A,#N/A,http://findanexpert.unimelb.edu.au/display/person26129/
Nir Lipovetzky ,University of Melbourne,australasia,ai,2011,http://people.eng.unimelb.edu.au/nlipovetzky/
Parampalli Udaya ,University of Melbourne,australasia,#N/A,#N/A,http://people.eng.unimelb.edu.au/udaya/
Peter J. Stuckey ,University of Melbourne,australasia,ai,2002,http://people.eng.unimelb.edu.au/pstuckey/
Peter James Stuckey ,University of Melbourne,australasia,ai,2013,http://people.eng.unimelb.edu.au/pstuckey/
Peter Schachte ,University of Melbourne,australasia,ai,2016,http://people.eng.unimelb.edu.au/schachte/
Peter Stuckey ,University of Melbourne,australasia,#N/A,#N/A,http://people.eng.unimelb.edu.au/pstuckey/
Philip W. Dart ,University of Melbourne,australasia,ir,1996,https://findanexpert.unimelb.edu.au/display/person56684/
Rachelle Bosua ,University of Melbourne,australasia,#N/A,#N/A,http://www.msi.unimelb.edu.au/people/rachelle-bosua/
Rajkumar Buyya ,University of Melbourne,australasia,hpc,2009,http://www.buyya.com/
Rao Kotagiri ,University of Melbourne,australasia,#N/A,#N/A,http://findanexpert.unimelb.edu.au/display/person16028/
Reeva Lederman ,University of Melbourne,australasia,#N/A,#N/A,http://www.findanexpert.unimelb.edu.au/display/person5168/
Richard O. Sinnott ,University of Melbourne,australasia,#N/A,#N/A,http://www.findanexpert.unimelb.edu.au/display/person342078/
Rui Zhang 0003 ,University of Melbourne,australasia,ai,2015,https://people.cs.umass.edu/~ruiwang/
Sean B. Maynard ,University of Melbourne,australasia,#N/A,#N/A,http://people.eng.unimelb.edu.au/seanbm/home.html/
Shanika Karunasekera ,University of Melbourne,australasia,ai,2015,http://findanexpert.unimelb.edu.au/display/person18115/
Shanton Chang ,University of Melbourne,australasia,chi,2016,http://people.eng.unimelb.edu.au/slwc/
Sherah Kurnia ,University of Melbourne,australasia,#N/A,#N/A,https://findanexpert.unimelb.edu.au/display/person6535/
Steven Bird ,University of Melbourne,australasia,nlp,2006,http://findanexpert.unimelb.edu.au/display/person9385/
Tim Miller ,University of Melbourne,australasia,ai,2015,http://people.eng.unimelb.edu.au/tmiller/
Timothy Baldwin ,University of Melbourne,australasia,ai,2007,http://people.eng.unimelb.edu.au/tbaldwin/
Toby C. Murray ,University of Melbourne,australasia,arch,2016,http://people.eng.unimelb.edu.au/tobym/
Tony Wirth ,University of Melbourne,australasia,#N/A,#N/A,http://people.eng.unimelb.edu.au/awirth/
Trevor Anthony Cohn ,University of Melbourne,australasia,#N/A,#N/A,http://people.eng.unimelb.edu.au/tcohn/
Trevor Cohn ,University of Melbourne,australasia,ai,2015,http://people.eng.unimelb.edu.au/tcohn/
Udaya Parampalli ,University of Melbourne,australasia,#N/A,#N/A,http://people.eng.unimelb.edu.au/udaya/
Vanessa Teague ,University of Melbourne,australasia,act,2001,https://people.eng.unimelb.edu.au/vjteague/
Vassilis Kostakos ,University of Melbourne,australasia,chi,2006,http://people.eng.unimelb.edu.au/vkostakos/
Wally Smith ,University of Melbourne,australasia,chi,2014,http://www.msi.unimelb.edu.au/people/wally-smith/
Burton Rosenberg ,University of Miami,usa,#N/A,#N/A,http://www.cs.miami.edu/~burt/
Dilip Sarkar ,University of Miami,usa,comm,1992,http://www.cs.miami.edu/~sarkar/
Geoff Sutcliffe ,University of Miami,usa,#N/A,#N/A,http://www.cs.miami.edu/~geoff/
HÌ_seyin KoÌ¤ak ,University of Miami,usa,#N/A,#N/A,http://www.math.miami.edu/~hk/
Mahsa Mirzargar ,University of Miami,usa,vis,2011,http://www.as.miami.edu/csc/people/faculty/dr-mahsa-mirzargar/
Mitsunori Ogihara ,University of Miami,usa,act,1995,http://www.cs.miami.edu/~ogihara/
Mitsunori Ogiwara ,University of Miami,usa,act,1990,http://www.cs.miami.edu/~ogihara/
Odelia Schwartz ,University of Miami,usa,mlmining,1998,http://www.cs.miami.edu/~odelia/
Stefan Wuchty ,University of Miami,usa,bio,2009,http://www.as.miami.edu/csc/people/faculty/dr-stefan-wuchty/
Thomas LeBlanc ,University of Miami,usa,#N/A,#N/A,http://welcome.miami.edu/about-um/university-leadership/officers/thomas-leblanc/index.html/
Ubbo Visser ,University of Miami,usa,#N/A,#N/A,http://www.cs.miami.edu/~visser/
Victor J. Milenkovic ,University of Miami,usa,#N/A,#N/A,http://www.cs.miami.edu/~vjm/
Victor Milenkovic ,University of Miami,usa,act,1989,http://www.cs.miami.edu/~vjm/
Alfred O. Hero III ,University of Michigan,usa,mlmining,2005,http://web.eecs.umich.edu/~hero/
Alfred Olivier Hero ,University of Michigan,usa,#N/A,#N/A,http://web.eecs.umich.edu/~hero/
Atul Prakash ,University of Michigan,usa,sec,1994,http://web.eecs.umich.edu/~aprakash/
Baris Kasikci ,University of Michigan,usa,arch,2012,http://www.bariskasikci.org/
Barzan Mozafari ,University of Michigan,usa,mod,2009,http://web.eecs.umich.edu/~mozafari/
Benjamin Kuipers ,University of Michigan,usa,ai,1977,http://web.eecs.umich.edu/~kuipers/
Brian D. Noble ,University of Michigan,usa,comm,2004,http://www.engin.umich.edu/college/about/people/profiles/k-to-o/brian-noble/
Brian Noble ,University of Michigan,usa,comm,1997,https://web.eecs.umich.edu/~bnoble/UM_EECS/Welcome.html/
Chad Jenkins ,University of Michigan,usa,#N/A,#N/A,https://cs.brown.edu/people/faculty/cjenkins.html/
Chris Peikert ,University of Michigan,usa,act,2003,http://web.eecs.umich.edu/~cpeikert/
Danai Koutra ,University of Michigan,usa,chi,2014,http://web.eecs.umich.edu/~dkoutra/
Daniel E. Atkins ,University of Michigan,usa,arch,1973,https://www.si.umich.edu/people/daniel-atkins-iii/
Daniel Omar Romero ,University of Michigan,usa,#N/A,#N/A,https://www.si.umich.edu/people/daniel-romero/
Daniel Romero ,University of Michigan,usa,#N/A,#N/A,https://www.si.umich.edu/people/daniel-romero/
David Blaauw ,University of Michigan,usa,arch,2002,http://web.eecs.umich.edu/faculty/blaauw/
David E. Kieras ,University of Michigan,usa,chi,1994,http://web.eecs.umich.edu/~kieras/
David T. Blaauw ,University of Michigan,usa,#N/A,#N/A,http://web.eecs.umich.edu/faculty/blaauw/
Demosthenis Teneketzis ,University of Michigan,usa,#N/A,#N/A,http://web.eecs.umich.edu/~teneket/
Edmund H. Durfee ,University of Michigan,usa,ai,1985,http://ai.eecs.umich.edu/people/durfee/
Edwin B. Olson ,University of Michigan,usa,robotics,2009,https://april.eecs.umich.edu/people/ebolson/
Edwin Olson ,University of Michigan,usa,robotics,2005,https://april.eecs.umich.edu/people/ebolson/
Elliot Soloway ,University of Michigan,usa,ai,1977,http://www.soe.umich.edu/people/profile/elliot_soloway/
Emily Mower ,University of Michigan,usa,#N/A,#N/A,http://web.eecs.umich.edu/~emilykmp/
Emily Mower Provost ,University of Michigan,usa,ai,2015,http://web.eecs.umich.edu/~emilykmp/
Grant Schoenebeck ,University of Michigan,usa,act,2007,http://web.eecs.umich.edu/~schoeneb/
Gregory H. Wakefield ,University of Michigan,usa,#N/A,#N/A,http://mcubed.umich.edu/users/ghw/
H. V. Jagadish ,University of Michigan,usa,ai,2007,http://web.eecs.umich.edu/~jag/
Harsha V. Madhyastha ,University of Michigan,usa,chi,2015,https://web.eecs.umich.edu/~harshavm/
Honglak Lee ,University of Michigan,usa,ai,2006,http://web.eecs.umich.edu/~honglak/
Hosagrahar Visvesvaraya Jagadish ,University of Michigan,usa,mlmining,2014,http://web.eecs.umich.edu/~jag/
Igor L. Markov ,University of Michigan,usa,ai,2003,http://web.eecs.umich.edu/~imarkov/
J. Alex Halderman ,University of Michigan,usa,ir,2005,https://jhalderm.com/
Jacob D. Abernethy ,University of Michigan,usa,act,2012,http://web.eecs.umich.edu/~jabernet/
Jason Flinn ,University of Michigan,usa,arch,2008,http://web.eecs.umich.edu/~jflinn/
Jason J. Corso ,University of Michigan,usa,ai,2014,http://web.eecs.umich.edu/~jjcorso/
Jason Mars ,University of Michigan,usa,arch,2011,http://jasonmars.org/
Jenna Wiens ,University of Michigan,usa,mlmining,2010,http://www-personal.umich.edu/~wiensj/
Jia Deng ,University of Michigan,usa,ai,2017,http://web.eecs.umich.edu/~jiadeng/
Jieping Ye ,University of Michigan,usa,ai,2009,http://www.yelab.net/
John A. Halderman ,University of Michigan,usa,#N/A,#N/A,https://jhalderm.com/
John E. Laird ,University of Michigan,usa,ai,1986,http://ai.eecs.umich.edu/people/laird/
John Edwin Laird ,University of Michigan,usa,#N/A,#N/A,http://ai.eecs.umich.edu/people/laird/
John P. Hayes ,University of Michigan,usa,arch,1980,http://web.eecs.umich.edu/~jhayes/
John Patrick Hayes ,University of Michigan,usa,#N/A,#N/A,http://web.eecs.umich.edu/~jhayes/
Kang G. Shin ,University of Michigan,usa,ai,1997,http://web.eecs.umich.edu/~kgshin/
Karem A. Sakallah ,University of Michigan,usa,ai,2003,http://web.eecs.umich.edu/~karem/
Kevin Fu ,University of Michigan,usa,arch,2011,https://web.eecs.umich.edu/~kevinfu/
Kevin J. Compton ,University of Michigan,usa,log,1988,http://web.eecs.umich.edu/~kjc/
Lingjia Tang ,University of Michigan,usa,arch,2011,http://www.lingjia.org/
Manos Kapritsos ,University of Michigan,usa,comm,2013,http://web.eecs.umich.edu/~manosk/
Marios C. Papaefthymiou ,University of Michigan,usa,arch,2013,http://web.eecs.umich.edu/~marios/
Mark S. Ackerman ,University of Michigan,usa,chi,1996,https://www.si.umich.edu/people/mark-ackerman/
Martha E. Pollack ,University of Michigan,usa,ai,1989,https://www.provost.umich.edu/about/m_pollack/m_pollack.html/
Martin J. Strauss ,University of Michigan,usa,act,2007,http://web.eecs.umich.edu/~martinjs/
Martin Strauss ,University of Michigan,usa,act,1994,http://web.eecs.umich.edu/~martinjs/
Michael J. Cafarella ,University of Michigan,usa,ai,2004,http://web.eecs.umich.edu/~michjc/
Michael P. Wellman ,University of Michigan,usa,ai,1987,http://www.eecs.umich.edu/ai/people/wellman/
Mike Cafarella ,University of Michigan,usa,#N/A,#N/A,http://web.eecs.umich.edu/~michjc/
Mingyan Liu ,University of Michigan,usa,ai,2016,http://web.eecs.umich.edu/~mingyan/
Mosharaf Chowdhury ,University of Michigan,usa,comm,2011,http://www.mosharaf.com/
N. M. Mosharaf Kabir Chowdhury ,University of Michigan,usa,comm,2009,http://www.mosharaf.com/
Odest Chadwicke Jenkins ,University of Michigan,usa,graph,2012,http://ohseejay.org/
Peter M. Chen ,University of Michigan,usa,arch,1990,http://web.eecs.umich.edu/~pmchen/
Pinaki Mazumder ,University of Michigan,usa,da,1987,http://web.eecs.umich.edu/~mazum/
Prabal Dutta ,University of Michigan,usa,arch,2015,http://web.eecs.umich.edu/~prabal/
Prabal K. Dutta ,University of Michigan,usa,#N/A,#N/A,http://web.eecs.umich.edu/~prabal/
Qiaozhu Mei ,University of Michigan,usa,chi,2016,http://www-personal.umich.edu/~qmei/
Quentin F. Stout ,University of Michigan,usa,act,1982,http://web.eecs.umich.edu/~qstout/
Rada Flavia Mihalcea ,University of Michigan,usa,#N/A,#N/A,https://web.eecs.umich.edu/~mihalcea/
Rada Mihalcea ,University of Michigan,usa,ai,1999,https://web.eecs.umich.edu/~mihalcea/
Reetuparna Das ,University of Michigan,usa,arch,2007,http://web.eecs.umich.edu/~reetudas/
Ronald G. Dreslinski ,University of Michigan,usa,arch,2006,https://web.eecs.umich.edu/~rdreslin/
Satinder P. Singh ,University of Michigan,usa,ai,1992,http://web.eecs.umich.edu/~baveja/
Satinder Pal Singh ,University of Michigan,usa,#N/A,#N/A,http://web.eecs.umich.edu/~baveja/
Satinder Singh (Baveja) ,University of Michigan,usa,#N/A,#N/A,http://web.eecs.umich.edu/~baveja/
Satinder Singh Baveja ,University of Michigan,usa,mlmining,2007,http://web.eecs.umich.edu/~baveja/
Satish Narayanasamy ,University of Michigan,usa,arch,2005,http://web.eecs.umich.edu/~nsatish/
Scott A. Mahlke ,University of Michigan,usa,arch,1991,http://web.eecs.umich.edu/~mahlke/
Seth Pettie ,University of Michigan,usa,act,2002,http://web.eecs.umich.edu/~pettie/
StÌ©phane Lafortune ,University of Michigan,usa,ops,2007,https://wiki.eecs.umich.edu/stephane/index.php/St%C3%A9phane_Lafortune/
Sugih Jamin ,University of Michigan,usa,comm,1991,http://web.eecs.umich.edu/~sugih/
Thomas F. Wenisch ,University of Michigan,usa,arch,2003,http://web.eecs.umich.edu/~twenisch/
Todd M. Austin ,University of Michigan,usa,arch,1992,http://web.eecs.umich.edu/~taustin/
Trevor N. Mudge ,University of Michigan,usa,arch,1982,http://web.eecs.umich.edu/~tnm/
Valeria Bertacco ,University of Michigan,usa,arch,2006,http://web.eecs.umich.edu/~valeria/
Walter S. Lasecki ,University of Michigan,usa,ai,2012,http://wslasecki.com/
Walter Stephen Lasecki ,University of Michigan,usa,ai,2013,http://wslasecki.com/
Yaoyun Shi ,University of Michigan,usa,act,2001,https://web.eecs.umich.edu/~shiyy/
Zeeshan Syed ,University of Michigan,usa,ai,2012,http://web.eecs.umich.edu/~zhs/
Zhuoqing Morley Mao ,University of Michigan,usa,comm,2002,http://web.eecs.umich.edu/~zmao/
Abhishek Chandra ,University of Minnesota,usa,hpc,2007,http://www-users.cs.umn.edu/~chandra/
Anand R. Tripathi ,University of Minnesota,usa,arch,1979,http://www-users.cs.umn.edu/~tripathi/
Anand Tripathi ,University of Minnesota,usa,#N/A,#N/A,http://www-users.cs.umn.edu/~tripathi/
Antonia Zhai ,University of Minnesota,usa,arch,2000,http://www-users.cs.umn.edu/~zhai/
Arindam Banerjee ,University of Minnesota,usa,ai,2013,http://umn.edu/home/baner029/
Claudia Neuhauser ,University of Minnesota,usa,#N/A,#N/A,http://cbs.umn.edu/contacts/claudia-neuhauser/
Dan Knights ,University of Minnesota,usa,#N/A,#N/A,http://www.knightslab.org/
Daniel Boley ,University of Minnesota,usa,ai,2005,http://www-users.cs.umn.edu/~boley/
Daniel F. Keefe ,University of Minnesota,usa,graph,2003,http://www-users.cs.umn.edu/~keefe/
David H. C. Du ,University of Minnesota,usa,#N/A,#N/A,http://www-users.cs.umn.edu/~du/
